Metro,Date,ZHVI
"Glenwood Springs, CO",2015-11-30,466404.6191905937
"Edwards, CO",2015-11-30,582216.7655936523
"Durango, CO",2015-11-30,364784.1425549798
"Ca-¦on City, CO",2015-11-30,
"Montrose, CO",2015-11-30,229778.07019460257
"Breckenridge, CO",2015-11-30,489275.5190795581
"Fort Morgan, CO",2015-11-30,156354.60893296366
"Steamboat Springs, CO",2015-11-30,444634.46765487007
"Sterling, CO",2015-11-30,128350.41113987332
"Craig, CO",2015-11-30,158670.1998642025
"Denver, CO",2015-12-31,343200.76565009373
"Colorado Springs, CO",2015-12-31,249914.69502163585
"Fort Collins, CO",2015-12-31,329629.71050822805
"Boulder, CO",2015-12-31,447716.7613763415
"Greeley, CO",2015-12-31,282189.8642703028
"Pueblo, CO",2015-12-31,137796.76370480563
"Grand Junction, CO",2015-12-31,211658.92631963216
"Glenwood Springs, CO",2015-12-31,468541.58396250656
"Edwards, CO",2015-12-31,585044.491119795
"Durango, CO",2015-12-31,365962.1966916528
"Ca-¦on City, CO",2015-12-31,
"Montrose, CO",2015-12-31,231395.6460107988
"Breckenridge, CO",2015-12-31,494479.6635286328
"Fort Morgan, CO",2015-12-31,157518.85919406856
"Steamboat Springs, CO",2015-12-31,448757.73275828577
"Sterling, CO",2015-12-31,129569.8799981025
"Craig, CO",2015-12-31,158210.81302758
"Denver, CO",2016-01-31,346509.20621548884
"Colorado Springs, CO",2016-01-31,251639.3171503117
"Fort Collins, CO",2016-01-31,332904.5420837015
"Boulder, CO",2016-01-31,453637.1139336412
"Greeley, CO",2016-01-31,285073.4619011224
"Pueblo, CO",2016-01-31,138884.04054535864
"Grand Junction, CO",2016-01-31,213004.8630974271
"Glenwood Springs, CO",2016-01-31,470595.1809398988
"Edwards, CO",2016-01-31,587359.9495578456
"Durango, CO",2016-01-31,368045.7217016003
"Ca-¦on City, CO",2016-01-31,
"Montrose, CO",2016-01-31,233184.5813096564
"Breckenridge, CO",2016-01-31,499230.64807452826
"Fort Morgan, CO",2016-01-31,158567.4954591188
"Steamboat Springs, CO",2016-01-31,453153.6460309478
"Sterling, CO",2016-01-31,131130.56168382056
"Craig, CO",2016-01-31,158007.2669451513
"Denver, CO",2016-02-29,349716.2445115718
"Colorado Springs, CO",2016-02-29,253317.25641766688
"Fort Collins, CO",2016-02-29,336198.3821745972
"Boulder, CO",2016-02-29,459090.38470864686
"Greeley, CO",2016-02-29,287786.4302590488
"Pueblo, CO",2016-02-29,139965.3570592157
"Grand Junction, CO",2016-02-29,214398.90522673447
"Glenwood Springs, CO",2016-02-29,473256.9306665488
"Edwards, CO",2016-02-29,589182.0852236543
"Durango, CO",2016-02-29,370085.3462896455
"Ca-¦on City, CO",2016-02-29,165934.7966041798
"Montrose, CO",2016-02-29,235186.9568292587
"Breckenridge, CO",2016-02-29,503958.22477953386
"Fort Morgan, CO",2016-02-29,159791.5761856409
"Steamboat Springs, CO",2016-02-29,457853.5274303561
"Sterling, CO",2016-02-29,132620.09329666963
"Craig, CO",2016-02-29,158720.60899074157
"Denver, CO",2016-03-31,352899.47857175785
"Colorado Springs, CO",2016-03-31,254939.84945514612
"Fort Collins, CO",2016-03-31,339420.86098079773
"Boulder, CO",2016-03-31,464309.76137167495
"Greeley, CO",2016-03-31,290379.77919387986
"Pueblo, CO",2016-03-31,140940.60078959283
"Grand Junction, CO",2016-03-31,215637.4375846401
"Glenwood Springs, CO",2016-03-31,475906.8801809556
"Edwards, CO",2016-03-31,591704.3155092332
"Durango, CO",2016-03-31,371533.8010203649
"Ca-¦on City, CO",2016-03-31,166585.1005114426
"Montrose, CO",2016-03-31,237044.880567745
"Breckenridge, CO",2016-03-31,508413.1754173465
"Fort Morgan, CO",2016-03-31,160876.69143779087
"Steamboat Springs, CO",2016-03-31,462413.4167971781
"Sterling, CO",2016-03-31,133936.7589739857
"Craig, CO",2016-03-31,159392.22019096688
"Denver, CO",2016-04-30,356287.7958700096
"Colorado Springs, CO",2016-04-30,256765.80416896744
"Fort Collins, CO",2016-04-30,342708.0120038676
"Boulder, CO",2016-04-30,469527.4728933373
"Greeley, CO",2016-04-30,292988.03999378893
"Pueblo, CO",2016-04-30,141894.24472319722
"Grand Junction, CO",2016-04-30,216852.34461156157
"Glenwood Springs, CO",2016-04-30,478184.33530640526
"Edwards, CO",2016-04-30,594750.5468367144
"Durango, CO",2016-04-30,372643.36959984666
"Ca-¦on City, CO",2016-04-30,167393.0500838015
"Montrose, CO",2016-04-30,238427.97090743075
"Breckenridge, CO",2016-04-30,512839.08318351273
"Fort Morgan, CO",2016-04-30,162033.60855784678
"Steamboat Springs, CO",2016-04-30,466261.6149695951
"Sterling, CO",2016-04-30,134741.5396119225
"Craig, CO",2016-04-30,159856.54519689604
"Denver, CO",2016-05-31,359508.2090827227
"Colorado Springs, CO",2016-05-31,258702.2161329668
"Fort Collins, CO",2016-05-31,345898.17803679005
"Boulder, CO",2016-05-31,474738.6815933224
"Greeley, CO",2016-05-31,295598.1665718638
"Pueblo, CO",2016-05-31,143052.25527478778
"Grand Junction, CO",2016-05-31,217818.7458564672
"Glenwood Springs, CO",2016-05-31,479322.1695377
"Edwards, CO",2016-05-31,597310.2207714752
"Durango, CO",2016-05-31,373540.3165138168
"Ca-¦on City, CO",2016-05-31,168822.93984072938
"Montrose, CO",2016-05-31,239586.2866235124
"Breckenridge, CO",2016-05-31,517545.5434518576
"Fort Morgan, CO",2016-05-31,163267.32818737187
"Steamboat Springs, CO",2016-05-31,468883.79595825326
"Sterling, CO",2016-05-31,135466.2081640001
"Craig, CO",2016-05-31,160135.4092008326
"Denver, CO",2016-06-30,362504.5974309666
"Colorado Springs, CO",2016-06-30,260563.60201715995
"Fort Collins, CO",2016-06-30,348845.06850890955
"Boulder, CO",2016-06-30,479735.6619326488
"Greeley, CO",2016-06-30,298026.9904864941
"Pueblo, CO",2016-06-30,144155.77171716603
"Grand Junction, CO",2016-06-30,218634.04466625387
"Glenwood Springs, CO",2016-06-30,479712.2393870724
"Edwards, CO",2016-06-30,599854.1858469071
"Durango, CO",2016-06-30,374908.0047733693
"Ca-¦on City, CO",2016-06-30,170062.4272051366
"Montrose, CO",2016-06-30,240766.7872700104
"Breckenridge, CO",2016-06-30,521900.0385623861
"Fort Morgan, CO",2016-06-30,164517.4814924485
"Steamboat Springs, CO",2016-06-30,470479.5421509738
"Sterling, CO",2016-06-30,136200.68714539483
"Craig, CO",2016-06-30,160464.3417078324
"Denver, CO",2016-07-31,364951.16579637054
"Colorado Springs, CO",2016-07-31,262166.08713210275
"Fort Collins, CO",2016-07-31,351209.0792015368
"Boulder, CO",2016-07-31,483356.35154875874
"Greeley, CO",2016-07-31,300347.5446231547
"Pueblo, CO",2016-07-31,145222.2265872855
"Grand Junction, CO",2016-07-31,219132.690339426
"Glenwood Springs, CO",2016-07-31,480088.21488936624
"Edwards, CO",2016-07-31,601911.8487076495
"Durango, CO",2016-07-31,376083.93242251937
"Ca-¦on City, CO",2016-07-31,171009.18182727217
"Montrose, CO",2016-07-31,241731.6379980901
"Breckenridge, CO",2016-07-31,525150.1626962406
"Fort Morgan, CO",2016-07-31,165584.84737272668
"Steamboat Springs, CO",2016-07-31,471562.0634383504
"Sterling, CO",2016-07-31,136860.36308584758
"Craig, CO",2016-07-31,160608.3462970187
"Denver, CO",2016-08-31,366855.6850405915
"Colorado Springs, CO",2016-08-31,263572.5582733893
"Fort Collins, CO",2016-08-31,353019.9040783218
"Boulder, CO",2016-08-31,486261.1660946896
"Greeley, CO",2016-08-31,302283.22990785993
"Pueblo, CO",2016-08-31,146036.08579184595
"Grand Junction, CO",2016-08-31,219546.3963409431
"Glenwood Springs, CO",2016-08-31,480571.2720553264
"Edwards, CO",2016-08-31,603807.5139372902
"Durango, CO",2016-08-31,376910.5434591568
"Ca-¦on City, CO",2016-08-31,172154.7181345848
"Montrose, CO",2016-08-31,242431.8710847119
"Breckenridge, CO",2016-08-31,527804.882640493
"Fort Morgan, CO",2016-08-31,166789.2915887142
"Steamboat Springs, CO",2016-08-31,473277.7730116697
"Sterling, CO",2016-08-31,137407.77219071172
"Craig, CO",2016-08-31,160532.80800250123
"Denver, CO",2016-09-30,368498.1074773211
"Colorado Springs, CO",2016-09-30,265074.1476114402
"Fort Collins, CO",2016-09-30,354513.81741371093
"Boulder, CO",2016-09-30,488635.36397670937
"Greeley, CO",2016-09-30,304222.2112768406
"Pueblo, CO",2016-09-30,147232.07771533783
"Grand Junction, CO",2016-09-30,220024.73787287856
"Glenwood Springs, CO",2016-09-30,481872.69707118295
"Edwards, CO",2016-09-30,606569.0199677497
"Durango, CO",2016-09-30,377450.66543368326
"Ca-¦on City, CO",2016-09-30,173913.00136570752
"Montrose, CO",2016-09-30,243220.59864653368
"Breckenridge, CO",2016-09-30,530865.4552620575
"Fort Morgan, CO",2016-09-30,168415.20912775045
"Steamboat Springs, CO",2016-09-30,475778.9191621775
"Sterling, CO",2016-09-30,138070.95384057795
"Craig, CO",2016-09-30,160492.7193724377
"Denver, CO",2016-10-31,370495.00944074825
"Colorado Springs, CO",2016-10-31,266852.4164164442
"Fort Collins, CO",2016-10-31,356477.9164057484
"Boulder, CO",2016-10-31,491326.3789348272
"Greeley, CO",2016-10-31,306053.4043068509
"Pueblo, CO",2016-10-31,148583.20550942313
"Grand Junction, CO",2016-10-31,220495.1444698301
"Glenwood Springs, CO",2016-10-31,483787.3551566498
"Edwards, CO",2016-10-31,609888.1021980421
"Durango, CO",2016-10-31,378157.1493249812
"Ca-¦on City, CO",2016-10-31,176055.42254371135
"Montrose, CO",2016-10-31,244429.72607200008
"Breckenridge, CO",2016-10-31,535487.5792610705
"Fort Morgan, CO",2016-10-31,170462.97067931466
"Steamboat Springs, CO",2016-10-31,478848.0515299868
"Sterling, CO",2016-10-31,138791.73168637548
"Craig, CO",2016-10-31,160674.14209578471
"Denver, CO",2016-11-30,373266.7401626438
"Colorado Springs, CO",2016-11-30,268965.4302698914
"Fort Collins, CO",2016-11-30,358951.3455209572
"Boulder, CO",2016-11-30,494736.299348668
"Greeley, CO",2016-11-30,308440.3407743515
"Pueblo, CO",2016-11-30,150138.19739788107
"Grand Junction, CO",2016-11-30,221242.62438781612
"Glenwood Springs, CO",2016-11-30,486031.7981231609
"Edwards, CO",2016-11-30,613441.2491207696
"Durango, CO",2016-11-30,380039.41025515855
"Ca-¦on City, CO",2016-11-30,178228.7763681563
"Montrose, CO",2016-11-30,246050.17732024493
"Breckenridge, CO",2016-11-30,541612.7331665149
"Fort Morgan, CO",2016-11-30,172886.74791219787
"Steamboat Springs, CO",2016-11-30,482280.9258882708
"Sterling, CO",2016-11-30,139684.83929446316
"Craig, CO",2016-11-30,160958.98899068113
"Denver, CO",2016-12-31,376729.1657030925
"Colorado Springs, CO",2016-12-31,271266.15889913746
"Fort Collins, CO",2016-12-31,362061.686012946
"Boulder, CO",2016-12-31,498751.417877248
"Greeley, CO",2016-12-31,311148.4268259184
"Pueblo, CO",2016-12-31,151527.6614232702
"Grand Junction, CO",2016-12-31,222203.8314516105
"Glenwood Springs, CO",2016-12-31,488343.74996170617
"Edwards, CO",2016-12-31,616257.3153504138
"Durango, CO",2016-12-31,382300.33181888127
"Ca-¦on City, CO",2016-12-31,179931.6869472648
"Montrose, CO",2016-12-31,247541.03071630705
"Breckenridge, CO",2016-12-31,548823.0769262383
"Fort Morgan, CO",2016-12-31,175382.239565109
"Steamboat Springs, CO",2016-12-31,485950.7676420093
"Sterling, CO",2016-12-31,140391.65954693942
"Craig, CO",2016-12-31,161046.31426025732
"Denver, CO",2017-01-31,380117.9998866713
"Colorado Springs, CO",2017-01-31,273499.9666685649
"Fort Collins, CO",2017-01-31,365236.8297352845
"Boulder, CO",2017-01-31,502846.0398051939
"Greeley, CO",2017-01-31,314008.2434076948
"Pueblo, CO",2017-01-31,152748.67750361786
"Grand Junction, CO",2017-01-31,223243.2443215727
"Glenwood Springs, CO",2017-01-31,490403.85914257047
"Edwards, CO",2017-01-31,617893.0895451199
"Durango, CO",2017-01-31,384390.31780647737
"Ca-¦on City, CO",2017-01-31,181200.26800704503
"Montrose, CO",2017-01-31,249049.1584342911
"Breckenridge, CO",2017-01-31,555474.7905337637
"Fort Morgan, CO",2017-01-31,177543.96893333163
"Steamboat Springs, CO",2017-01-31,489509.16112131946
"Sterling, CO",2017-01-31,140889.59484611274
"Craig, CO",2017-01-31,161334.46157333127
"Denver, CO",2017-02-28,383723.7452605562
"Colorado Springs, CO",2017-02-28,275739.9115521332
"Fort Collins, CO",2017-02-28,368755.5008278519
"Boulder, CO",2017-02-28,506632.53143169614
"Greeley, CO",2017-02-28,317093.9565738635
"Pueblo, CO",2017-02-28,153937.44280972247
"Grand Junction, CO",2017-02-28,224301.8120965187
"Glenwood Springs, CO",2017-02-28,493459.0123138023
"Edwards, CO",2017-02-28,620596.7699942094
"Durango, CO",2017-02-28,386535.5163635202
"Ca-¦on City, CO",2017-02-28,182384.20512033944
"Montrose, CO",2017-02-28,250561.74260959396
"Breckenridge, CO",2017-02-28,563985.6680112187
"Fort Morgan, CO",2017-02-28,179362.91751170313
"Steamboat Springs, CO",2017-02-28,494060.9894714696
"Sterling, CO",2017-02-28,141180.34275142322
"Craig, CO",2017-02-28,162011.65835203187
"Denver, CO",2017-03-31,387319.2641135983
"Colorado Springs, CO",2017-03-31,277941.7016588549
"Fort Collins, CO",2017-03-31,372328.1031813019
"Boulder, CO",2017-03-31,510625.4886702573
"Greeley, CO",2017-03-31,320298.8790128953
"Pueblo, CO",2017-03-31,154887.42575941328
"Grand Junction, CO",2017-03-31,225328.6391212387
"Glenwood Springs, CO",2017-03-31,496896.32181770174
"Edwards, CO",2017-03-31,623091.8227904266
"Durango, CO",2017-03-31,389515.3094446297
"Ca-¦on City, CO",2017-03-31,183372.78564517177
"Montrose, CO",2017-03-31,252236.67833801
"Breckenridge, CO",2017-03-31,572343.1894380482
"Fort Morgan, CO",2017-03-31,180704.8305443805
"Steamboat Springs, CO",2017-03-31,498578.9833842265
"Sterling, CO",2017-03-31,141392.1248881212
"Craig, CO",2017-03-31,162872.627784197
"Denver, CO",2017-04-30,390972.39397117007
"Colorado Springs, CO",2017-04-30,280279.26552091306
"Fort Collins, CO",2017-04-30,375595.0395218636
"Boulder, CO",2017-04-30,514332.5274013509
"Greeley, CO",2017-04-30,323638.5238468985
"Pueblo, CO",2017-04-30,155657.8203177022
"Grand Junction, CO",2017-04-30,226690.30951701797
"Glenwood Springs, CO",2017-04-30,500408.9324184099
"Edwards, CO",2017-04-30,627082.888156339
"Durango, CO",2017-04-30,393113.4403212077
"Ca-¦on City, CO",2017-04-30,184661.83701116557
"Montrose, CO",2017-04-30,253769.8387770563
"Breckenridge, CO",2017-04-30,580527.7204978202
"Fort Morgan, CO",2017-04-30,182263.74249337404
"Steamboat Springs, CO",2017-04-30,503675.85208047135
"Sterling, CO",2017-04-30,142141.31610816726
"Craig, CO",2017-04-30,163463.9547960213
"Denver, CO",2017-05-31,393948.221234427
"Colorado Springs, CO",2017-05-31,282606.7235325615
"Fort Collins, CO",2017-05-31,377831.65096434805
"Boulder, CO",2017-05-31,517922.40503267385
"Greeley, CO",2017-05-31,326662.5367081267
"Pueblo, CO",2017-05-31,156173.4808571526
"Grand Junction, CO",2017-05-31,228231.0494869732
"Glenwood Springs, CO",2017-05-31,502702.4426222842
"Edwards, CO",2017-05-31,630375.4510814721
"Durango, CO",2017-05-31,395690.7491134304
"Ca-¦on City, CO",2017-05-31,185754.83475210136
"Montrose, CO",2017-05-31,255272.43225433413
"Breckenridge, CO",2017-05-31,587550.2064498044
"Fort Morgan, CO",2017-05-31,183680.9738401532
"Steamboat Springs, CO",2017-05-31,507014.409237446
"Sterling, CO",2017-05-31,142876.49610210155
"Craig, CO",2017-05-31,163545.4107439275
"Denver, CO",2017-06-30,395952.1822016919
"Colorado Springs, CO",2017-06-30,284605.2621110016
"Fort Collins, CO",2017-06-30,379384.54104034713
"Boulder, CO",2017-06-30,520820.65245001786
"Greeley, CO",2017-06-30,329547.0806069833
"Pueblo, CO",2017-06-30,157059.9575852907
"Grand Junction, CO",2017-06-30,229742.1535278715
"Glenwood Springs, CO",2017-06-30,504207.6054605187
"Edwards, CO",2017-06-30,635017.1044695763
"Durango, CO",2017-06-30,396993.826142506
"Ca-¦on City, CO",2017-06-30,187178.75898795572
"Montrose, CO",2017-06-30,256627.50134751704
"Breckenridge, CO",2017-06-30,594726.6709714829
"Fort Morgan, CO",2017-06-30,185302.76480798583
"Steamboat Springs, CO",2017-06-30,510408.5089578843
"Sterling, CO",2017-06-30,143561.63307181554
"Craig, CO",2017-06-30,163619.9189916992
"Denver, CO",2017-07-31,396914.5375484822
"Colorado Springs, CO",2017-07-31,286320.79338042066
"Fort Collins, CO",2017-07-31,380339.12809803983
"Boulder, CO",2017-07-31,522751.94912017
"Greeley, CO",2017-07-31,332011.40935675334
"Pueblo, CO",2017-07-31,158281.85298246169
"Grand Junction, CO",2017-07-31,231388.91980770655
"Glenwood Springs, CO",2017-07-31,505194.5024334288
"Edwards, CO",2017-07-31,638996.997845841
"Durango, CO",2017-07-31,397340.6506996733
"Ca-¦on City, CO",2017-07-31,188346.14149869024
"Montrose, CO",2017-07-31,258023.0000550933
"Breckenridge, CO",2017-07-31,602395.8852496973
"Fort Morgan, CO",2017-07-31,186906.11104270525
"Steamboat Springs, CO",2017-07-31,513498.1733914413
"Sterling, CO",2017-07-31,144199.86434573418
"Craig, CO",2017-07-31,163599.64554773687
"Denver, CO",2017-08-31,397519.1797708203
"Colorado Springs, CO",2017-08-31,287623.181339529
"Fort Collins, CO",2017-08-31,381183.2609905832
"Boulder, CO",2017-08-31,523876.2861122508
"Greeley, CO",2017-08-31,334362.60195554985
"Pueblo, CO",2017-08-31,159653.45672103929
"Grand Junction, CO",2017-08-31,232951.4298648057
"Glenwood Springs, CO",2017-08-31,506581.2942999756
"Edwards, CO",2017-08-31,642500.444559995
"Durango, CO",2017-08-31,397844.6855449276
"Ca-¦on City, CO",2017-08-31,189545.63597529216
"Montrose, CO",2017-08-31,259477.6185184404
"Breckenridge, CO",2017-08-31,608691.945776798
"Fort Morgan, CO",2017-08-31,188401.08239511712
"Steamboat Springs, CO",2017-08-31,516090.7272860457
"Sterling, CO",2017-08-31,145214.46084430054
"Craig, CO",2017-08-31,163493.2959961898
"Denver, CO",2017-09-30,398482.6887368371
"Colorado Springs, CO",2017-09-30,289161.6475008088
"Fort Collins, CO",2017-09-30,382072.6270388477
"Boulder, CO",2017-09-30,524719.3022058632
"Greeley, CO",2017-09-30,336670.31714422914
"Pueblo, CO",2017-09-30,160977.98275094503
"Grand Junction, CO",2017-09-30,234628.9186114317
"Glenwood Springs, CO",2017-09-30,508335.8571566422
"Edwards, CO",2017-09-30,644727.6804985414
"Durango, CO",2017-09-30,398654.7801593994
"Ca-¦on City, CO",2017-09-30,190825.4995229397
"Montrose, CO",2017-09-30,261178.77080193147
"Breckenridge, CO",2017-09-30,614089.2149231666
"Fort Morgan, CO",2017-09-30,190153.4142670472
"Steamboat Springs, CO",2017-09-30,517875.0468935911
"Sterling, CO",2017-09-30,146655.67407695568
"Craig, CO",2017-09-30,163406.74272928192
"Denver, CO",2017-10-31,400192.05826324207
"Colorado Springs, CO",2017-10-31,290940.209867585
"Fort Collins, CO",2017-10-31,383209.3252346655
"Boulder, CO",2017-10-31,526403.9254494064
"Greeley, CO",2017-10-31,339045.1970262555
"Pueblo, CO",2017-10-31,162461.40861763505
"Grand Junction, CO",2017-10-31,235998.1913096037
"Glenwood Springs, CO",2017-10-31,510340.3772458516
"Edwards, CO",2017-10-31,645688.4790661464
"Durango, CO",2017-10-31,399756.1838505413
"Ca-¦on City, CO",2017-10-31,192364.6885897385
"Montrose, CO",2017-10-31,263001.9983712053
"Breckenridge, CO",2017-10-31,618590.574139614
"Fort Morgan, CO",2017-10-31,191898.4858002076
"Steamboat Springs, CO",2017-10-31,518707.9059499621
"Sterling, CO",2017-10-31,148103.01328792688
"Craig, CO",2017-10-31,163886.39086252032
"Denver, CO",2017-11-30,402553.8629219073
"Colorado Springs, CO",2017-11-30,293126.1795767816
"Fort Collins, CO",2017-11-30,385105.487711275
"Boulder, CO",2017-11-30,528292.3824199009
"Greeley, CO",2017-11-30,341260.6233604097
"Pueblo, CO",2017-11-30,164234.49549287136
"Grand Junction, CO",2017-11-30,237338.92536814045
"Glenwood Springs, CO",2017-11-30,512104.21727883257
"Edwards, CO",2017-11-30,646068.5540120149
"Durango, CO",2017-11-30,400996.0657392565
"Ca-¦on City, CO",2017-11-30,194067.0109522213
"Montrose, CO",2017-11-30,264608.73640429624
"Breckenridge, CO",2017-11-30,622628.7880685069
"Fort Morgan, CO",2017-11-30,193646.62663402985
"Steamboat Springs, CO",2017-11-30,519621.2775185872
"Sterling, CO",2017-11-30,149487.5214543517
"Craig, CO",2017-11-30,165261.75354555875
"Denver, CO",2017-12-31,405517.9911398418
"Colorado Springs, CO",2017-12-31,295826.8617283648
"Fort Collins, CO",2017-12-31,387676.4241824798
